ID,LABEL,SubClass Of,SubProperty Of,IRI,Type
MOP:0002157,N-D-glucuronoylation,D-glucuronoylation,,http://purl.obolibrary.org/obo/MOP_0002157,Class
MOP:0002158,"N-glyceroyl 2,3-dihydroxypropanoylation","glyceroyl 2,3-dihydroxypropanoylation",,http://purl.obolibrary.org/obo/MOP_0002158,Class
MOP:0002159,N-glycerylation,glycerylation,,http://purl.obolibrary.org/obo/MOP_0002159,Class
MOP:0002160,"N-glycidoyl 2,3-epoxypropanoylation","glycidoyl 2,3-epoxypropanoylation",,http://purl.obolibrary.org/obo/MOP_0002160,Class
MOP:0002161,N-glycoloylation,glycoloylation,,http://purl.obolibrary.org/obo/MOP_0002161,Class
MOP:0002162,N-glycosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0002162,Class
MOP:0002163,N-galactosylation,galactosylation,,http://purl.obolibrary.org/obo/MOP_0002163,Class
MOP:0002164,N-beta-D-galactosylation,beta-D-galactosylation,,http://purl.obolibrary.org/obo/MOP_0002164,Class
MOP:0002165,"N-alpha-L-fucosyl-1,2-beta-D-galactosylation","alpha-L-fucosyl-1,2-beta-D-galactosylation",,http://purl.obolibrary.org/obo/MOP_0002165,Class
MOP:0002166,"N-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation","alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation",,http://purl.obolibrary.org/obo/MOP_0002166,Class
MOP:0002167,"N-alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation","alpha-N-acetylneuraminyl-2,8-alpha-N-acetylneuraminyl-2,3-beta-D-galactosylation",,http://purl.obolibrary.org/obo/MOP_0002167,Class
MOP:0002168,,,,http://purl.obolibrary.org/obo/MOP_0002168,Class
MOP:0002169,N-glucosylation,glucosylation,,http://purl.obolibrary.org/obo/MOP_0002169,Class
MOP:0002170,"N-D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation","D-galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylation",,http://purl.obolibrary.org/obo/MOP_0002170,Class
MOP:0002171,"N-D-galactosyl-1,4beta-D-glucosylation","D-galactosyl-1,4beta-D-glucosylation",,http://purl.obolibrary.org/obo/MOP_0002171,Class
MOP:0002172,,,,http://purl.obolibrary.org/obo/MOP_0002172,Class
MOP:0002173,N-alpha-glucosylation,alpha-glucosylation,,http://purl.obolibrary.org/obo/MOP_0002173,Class
MOP:0002174,N-beta-glucosylation,beta-glucosylation,,http://purl.obolibrary.org/obo/MOP_0002174,Class
MOP:0002175,N-D-galactosyl-(1->4)-beta-D-glucosylation,D-galactosyl-(1->4)-beta-D-glucosylation,,http://purl.obolibrary.org/obo/MOP_0002175,Class
MOP:0002176,N-glycosaminylation,glycosaminylation,,http://purl.obolibrary.org/obo/MOP_0002176,Class
MOP:0002177,N-galactosaminylation,galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0002177,Class
MOP:0002178,N-N-acetyl-D-galactosaminylation,N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0002178,Class
MOP:0002179,"N-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation","alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002179,Class
MOP:0002180,"N-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation","alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002180,Class
MOP:0002181,"N-alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation","alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002181,Class
MOP:0002182,"N-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation","beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002182,Class
MOP:0002183,"N-beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation","beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002183,Class
MOP:0002184,"N-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation","beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002184,Class
MOP:0002185,"N-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation","beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002185,Class
MOP:0002186,"N-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation","N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002186,Class
MOP:0002187,"N-N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation","N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002187,Class
MOP:0002188,"N-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation","N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation",,http://purl.obolibrary.org/obo/MOP_0002188,Class
MOP:0002189,N-glucosaminylation,glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0002189,Class
MOP:0002190,N-N-acetyl-D-glucosaminylation,N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0002190,Class
MOP:0002191,"N-1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation","1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002191,Class
MOP:0002192,N-3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation,3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0002192,Class
MOP:0002193,"N-1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation","1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002193,Class
MOP:0002194,"N-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation","beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002194,Class
MOP:0002195,"N-alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation","alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002195,Class
MOP:0002196,"N-alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation","alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002196,Class
MOP:0002197,"N-beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation","beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002197,Class
MOP:0002198,"N-N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002198,Class
MOP:0002199,"N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002199,Class
MOP:0002200,"N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002200,Class
MOP:0002201,"N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002201,Class
MOP:0002202,"N-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002202,Class
MOP:0002203,"N-N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation","N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",,http://purl.obolibrary.org/obo/MOP_0002203,Class
MOP:0002204,N-iduronosylation,iduronosylation,,http://purl.obolibrary.org/obo/MOP_0002204,Class
MOP:0002205,N-5'-inosinylation,5'-inosinylation,,http://purl.obolibrary.org/obo/MOP_0002205,Class
MOP:0002206,N-mannosylation,mannosylation,,http://purl.obolibrary.org/obo/MOP_0002206,Class
MOP:0002207,"N-(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation","(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002207,Class
MOP:0002208,"N-alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation","alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002208,Class
MOP:0002209,,,,http://purl.obolibrary.org/obo/MOP_0002209,Class
MOP:0002210,N-alpha-mannosylation,alpha-mannosylation,,http://purl.obolibrary.org/obo/MOP_0002210,Class
MOP:0002211,"N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation","N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002211,Class
MOP:0002212,"N-N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation","N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002212,Class
MOP:0002213,"N-N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation","N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002213,Class
MOP:0002214,"N-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation","N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002214,Class
MOP:0002215,"N-N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation","N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation",,http://purl.obolibrary.org/obo/MOP_0002215,Class
MOP:0002216,N-alpha-D-mannosyl-(1->3)-beta-D-mannosylation,alpha-D-mannosyl-(1->3)-beta-D-mannosylation,,http://purl.obolibrary.org/obo/MOP_0002216,Class
MOP:0002217,N-neuraminosylation,neuraminosylation,,http://purl.obolibrary.org/obo/MOP_0002217,Class
MOP:0002218,N-neuraminoylation,neuraminoylation,,http://purl.obolibrary.org/obo/MOP_0002218,Class
MOP:0002219,N-ribosylation,ribosylation,,http://purl.obolibrary.org/obo/MOP_0002219,Class
MOP:0002220,N-adenosinediphosphoribosylation,adenosinediphosphoribosylation,,http://purl.obolibrary.org/obo/MOP_0002220,Class
MOP:0002221,,,,http://purl.obolibrary.org/obo/MOP_0002221,Class
MOP:0002222,N-2-deoxyribosylation,2-deoxyribosylation,,http://purl.obolibrary.org/obo/MOP_0002222,Class
MOP:0002223,N-sialosylation,sialosylation,,http://purl.obolibrary.org/obo/MOP_0002223,Class
MOP:0002224,N-hemicystylation,hemicystylation,,http://purl.obolibrary.org/obo/MOP_0002224,Class
MOP:0002225,N-mevalonoylation,mevalonoylation,,http://purl.obolibrary.org/obo/MOP_0002225,Class
MOP:0002226,N-montanoylation,montanoylation,,http://purl.obolibrary.org/obo/MOP_0002226,Class
MOP:0002227,N-muramylation,muramylation,,http://purl.obolibrary.org/obo/MOP_0002227,Class
MOP:0002228,N-nucleotidylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0002228,Class
MOP:0002229,N-5'-adenylylation,5'-adenylylation,,http://purl.obolibrary.org/obo/MOP_0002229,Class
MOP:0002230,N-5'-cytidylylation,5'-cytidylylation,,http://purl.obolibrary.org/obo/MOP_0002230,Class
MOP:0002231,N-5'-thymidylylation,5'-thymidylylation,,http://purl.obolibrary.org/obo/MOP_0002231,Class
MOP:0002232,N-5'-uridylylation,5'-uridylylation,,http://purl.obolibrary.org/obo/MOP_0002232,Class
MOP:0002233,N-5'-guanylylation,5'-guanylylation,,http://purl.obolibrary.org/obo/MOP_0002233,Class
MOP:0002234,N-5'-ribothymidylylation,5'-ribothymidylylation,,http://purl.obolibrary.org/obo/MOP_0002234,Class
MOP:0002235,N-5'-inosinylylation,5'-inosinylylation,,http://purl.obolibrary.org/obo/MOP_0002235,Class
MOP:0002236,N-pantothenylation,pantothenylation,,http://purl.obolibrary.org/obo/MOP_0002236,Class
MOP:0002237,N-pantoylation,pantoylation,,http://purl.obolibrary.org/obo/MOP_0002237,Class
MOP:0002238,N-peptidylation,peptidylation,,http://purl.obolibrary.org/obo/MOP_0002238,Class
MOP:0002239,N-phthalylation,phthalylation,,http://purl.obolibrary.org/obo/MOP_0002239,Class
MOP:0002240,N-propionylation,propionylation,,http://purl.obolibrary.org/obo/MOP_0002240,Class
MOP:0002241,N-pyruvoylation,pyruvoylation,,http://purl.obolibrary.org/obo/MOP_0002241,Class
MOP:0002242,N-retinoylation,retinoylation,,http://purl.obolibrary.org/obo/MOP_0002242,Class
MOP:0002243,N-sialoylation,sialoylation,,http://purl.obolibrary.org/obo/MOP_0002243,Class
MOP:0002244,N-3-carboxypropanoylation,3-carboxypropanoylation,,http://purl.obolibrary.org/obo/MOP_0002244,Class
MOP:0002245,N-trienoylation,trienoylation,,http://purl.obolibrary.org/obo/MOP_0002245,Class
MOP:0002246,N-anilinocarbonylation,anilinocarbonylation,,http://purl.obolibrary.org/obo/MOP_0002246,Class
MOP:0002247,N-pteroylation,pteroylation,,http://purl.obolibrary.org/obo/MOP_0002247,Class
MOP:0002248,N-3-carboxyprop-2-enoylation,3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0002248,Class
MOP:0002249,N-(Z)-3-carboxyprop-2-enoylation,(Z)-3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0002249,Class
MOP:0002250,N-(E)-3-carboxyprop-2-enoylation,(E)-3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0002250,Class
MOP:0002251,"N-2,6-dichlorobenzoylation","2,6-dichlorobenzoylation",,http://purl.obolibrary.org/obo/MOP_0002251,Class
MOP:0002252,N-alpha-muramylation,alpha-muramylation,,http://purl.obolibrary.org/obo/MOP_0002252,Class
MOP:0002253,N-beta-muramylation,beta-muramylation,,http://purl.obolibrary.org/obo/MOP_0002253,Class
MOP:0002254,N-dihydrolipoylation,dihydrolipoylation,,http://purl.obolibrary.org/obo/MOP_0002254,Class
MOP:0002255,N-sinapoylation,sinapoylation,,http://purl.obolibrary.org/obo/MOP_0002255,Class
MOP:0002256,N-carboxyacetylation,carboxyacetylation,,http://purl.obolibrary.org/obo/MOP_0002256,Class
MOP:0002257,N-divalent carboacylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0002257,Class
MOP:0002258,N-aspartoylation,aspartoylation,,http://purl.obolibrary.org/obo/MOP_0002258,Class
MOP:0002259,N-L-aspartoylation,L-aspartoylation,,http://purl.obolibrary.org/obo/MOP_0002259,Class
MOP:0002260,N-D-aspartoylation,D-aspartoylation,,http://purl.obolibrary.org/obo/MOP_0002260,Class
MOP:0002261,N-citraconoylation,citraconoylation,,http://purl.obolibrary.org/obo/MOP_0002261,Class
MOP:0002262,N-glutamoylation,glutamoylation,,http://purl.obolibrary.org/obo/MOP_0002262,Class
MOP:0002263,N-D-glutamoylation,D-glutamoylation,,http://purl.obolibrary.org/obo/MOP_0002263,Class
MOP:0002264,N-L-glutamoylation,L-glutamoylation,,http://purl.obolibrary.org/obo/MOP_0002264,Class
MOP:0002265,N-maloylation,maloylation,,http://purl.obolibrary.org/obo/MOP_0002265,Class
MOP:0002266,N-phthaloylation,phthaloylation,,http://purl.obolibrary.org/obo/MOP_0002266,Class
MOP:0002267,N-succinylation,succinylation,,http://purl.obolibrary.org/obo/MOP_0002267,Class
MOP:0002268,N-butenedioylation,butenedioylation,,http://purl.obolibrary.org/obo/MOP_0002268,Class
MOP:0002269,N-fumaroylation,fumaroylation,,http://purl.obolibrary.org/obo/MOP_0002269,Class
MOP:0002270,N-maleoylation,maleoylation,,http://purl.obolibrary.org/obo/MOP_0002270,Class
MOP:0002271,N-hexanedioylation,hexanedioylation,,http://purl.obolibrary.org/obo/MOP_0002271,Class
MOP:0002272,N-malonylation,malonylation,,http://purl.obolibrary.org/obo/MOP_0002272,Class
MOP:0002273,N-ornithylation,ornithylation,,http://purl.obolibrary.org/obo/MOP_0002273,Class
MOP:0002274,N-L-ornithylation,L-ornithylation,,http://purl.obolibrary.org/obo/MOP_0002274,Class
MOP:0002275,N-half-cystylation,half-cystylation,,http://purl.obolibrary.org/obo/MOP_0002275,Class
MOP:0002276,N-L-tyrosin-O(4)-ylation,L-tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0002276,Class
MOP:0002277,N-L-threonin-O(3)-ylation,L-threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0002277,Class
MOP:0002278,N-D-tyrosin-O(4)-ylation,D-tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0002278,Class
MOP:0002279,N-D-threonin-O(3)-ylation,D-threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0002279,Class
MOP:0002280,N-tyrosin-O(4)-ylation,tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0002280,Class
MOP:0002281,N-threonin-O(3)-ylation,threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0002281,Class
MOP:0002282,N-oxalylation,oxalylation,,http://purl.obolibrary.org/obo/MOP_0002282,Class
MOP:0002283,N-fumagillin-2-ylation,fumagillin-2-ylation,,http://purl.obolibrary.org/obo/MOP_0002283,Class
MOP:0002284,N-acetoacetylation,acetoacetylation,,http://purl.obolibrary.org/obo/MOP_0002284,Class
MOP:0002285,N-alpha-linolenoylation,alpha-linolenoylation,,http://purl.obolibrary.org/obo/MOP_0002285,Class
MOP:0002286,N-gamma-linolenoylation,gamma-linolenoylation,,http://purl.obolibrary.org/obo/MOP_0002286,Class
MOP:0002287,N-carbamimidoylation,carbamimidoylation,,http://purl.obolibrary.org/obo/MOP_0002287,Class
MOP:0002288,N-formimidoylation,formimidoylation,,http://purl.obolibrary.org/obo/MOP_0002288,Class
MOP:0002289,N-trifluoroacetylation,trifluoroacetylation,,http://purl.obolibrary.org/obo/MOP_0002289,Class
MOP:0002290,N-carboxymethylation,carboxymethylation,,http://purl.obolibrary.org/obo/MOP_0002290,Class
MOP:0002291,N-methylenecarbonylation,methylenecarbonylation,,http://purl.obolibrary.org/obo/MOP_0002291,Class
MOP:0002292,N-N-hydroxyacetimidoylation,N-hydroxyacetimidoylation,,http://purl.obolibrary.org/obo/MOP_0002292,Class
MOP:0002293,N-acryloylation,acryloylation,,http://purl.obolibrary.org/obo/MOP_0002293,Class
MOP:0002294,N-tert-butoxycarbonylation,tert-butoxycarbonylation,,http://purl.obolibrary.org/obo/MOP_0002294,Class
MOP:0002295,N-sulfanediylation,sulfanediylation,,http://purl.obolibrary.org/obo/MOP_0002295,Class
MOP:0002296,N-phenylsulfanylation,phenylsulfanylation,,http://purl.obolibrary.org/obo/MOP_0002296,Class
MOP:0002297,N-methylsulfanylation,methylsulfanylation,,http://purl.obolibrary.org/obo/MOP_0002297,Class
MOP:0002298,N-sulfaniumylation,sulfaniumylation,,http://purl.obolibrary.org/obo/MOP_0002298,Class
MOP:0002299,N-disulfanidylation,disulfanidylation,,http://purl.obolibrary.org/obo/MOP_0002299,Class
MOP:0002300,N-disulfanediylation,disulfanediylation,,http://purl.obolibrary.org/obo/MOP_0002300,Class
MOP:0002301,N-disulfanylation,disulfanylation,,http://purl.obolibrary.org/obo/MOP_0002301,Class
MOP:0002302,N-tetrasulfanylation,tetrasulfanylation,,http://purl.obolibrary.org/obo/MOP_0002302,Class
MOP:0002303,N-tetrasulfanediylation,tetrasulfanediylation,,http://purl.obolibrary.org/obo/MOP_0002303,Class
MOP:0002304,N-trisulfanylation,trisulfanylation,,http://purl.obolibrary.org/obo/MOP_0002304,Class
MOP:0002305,N-trisulfanediylation,trisulfanediylation,,http://purl.obolibrary.org/obo/MOP_0002305,Class
MOP:0002306,N-pentasulfanylation,pentasulfanylation,,http://purl.obolibrary.org/obo/MOP_0002306,Class
MOP:0002307,N-diselanylation,diselanylation,,http://purl.obolibrary.org/obo/MOP_0002307,Class
MOP:0002308,N-tellanylation,tellanylation,,http://purl.obolibrary.org/obo/MOP_0002308,Class
MOP:0002309,N-tellanediylation,tellanediylation,,http://purl.obolibrary.org/obo/MOP_0002309,Class
MOP:0002310,N-tellaniumylation,tellaniumylation,,http://purl.obolibrary.org/obo/MOP_0002310,Class
MOP:0002311,N-ditellanylation,ditellanylation,,http://purl.obolibrary.org/obo/MOP_0002311,Class
MOP:0002312,N-amidylation,amidylation,,http://purl.obolibrary.org/obo/MOP_0002312,Class
MOP:0002313,N-azanediylation,azanediylation,,http://purl.obolibrary.org/obo/MOP_0002313,Class
MOP:0002314,N-2-aminoethylation,2-aminoethylation,,http://purl.obolibrary.org/obo/MOP_0002314,Class
MOP:0002315,N-4-aminobutylation,4-aminobutylation,,http://purl.obolibrary.org/obo/MOP_0002315,Class
MOP:0002316,N-azanetriylation,azanetriylation,,http://purl.obolibrary.org/obo/MOP_0002316,Class
MOP:0002317,"N-hydrazine-1,2-diylation","hydrazine-1,2-diylation",,http://purl.obolibrary.org/obo/MOP_0002317,Class
MOP:0002318,N-diazyn-1-ium-1-ylation,diazyn-1-ium-1-ylation,,http://purl.obolibrary.org/obo/MOP_0002318,Class
MOP:0002319,N-phosphanetriylation,phosphanetriylation,,http://purl.obolibrary.org/obo/MOP_0002319,Class
MOP:0002320,N-phosphanediylation,phosphanediylation,,http://purl.obolibrary.org/obo/MOP_0002320,Class
MOP:0002321,N-phosphanylation,phosphanylation,,http://purl.obolibrary.org/obo/MOP_0002321,Class
MOP:0002322,N-lambda(5)-phosphanylation,lambda(5)-phosphanylation,,http://purl.obolibrary.org/obo/MOP_0002322,Class
MOP:0002323,N-phosphaniumylation,phosphaniumylation,,http://purl.obolibrary.org/obo/MOP_0002323,Class
MOP:0002324,N-arsanylation,arsanylation,,http://purl.obolibrary.org/obo/MOP_0002324,Class
MOP:0002325,N-arsanediylation,arsanediylation,,http://purl.obolibrary.org/obo/MOP_0002325,Class
MOP:0002326,N-arsanetriylation,arsanetriylation,,http://purl.obolibrary.org/obo/MOP_0002326,Class
MOP:0002327,N-arsaniumylation,arsaniumylation,,http://purl.obolibrary.org/obo/MOP_0002327,Class
MOP:0002328,N-lambda(5)-arsanylation,lambda(5)-arsanylation,,http://purl.obolibrary.org/obo/MOP_0002328,Class
MOP:0002329,N-stibaniumylation,stibaniumylation,,http://purl.obolibrary.org/obo/MOP_0002329,Class
MOP:0002330,N-lambda(5)-stibanylation,lambda(5)-stibanylation,,http://purl.obolibrary.org/obo/MOP_0002330,Class
MOP:0002331,N-boranylation,boranylation,,http://purl.obolibrary.org/obo/MOP_0002331,Class
MOP:0002332,N-boranetriylation,boranetriylation,,http://purl.obolibrary.org/obo/MOP_0002332,Class
MOP:0002333,N-boranediylation,boranediylation,,http://purl.obolibrary.org/obo/MOP_0002333,Class
MOP:0002334,N-boranuidylation,boranuidylation,,http://purl.obolibrary.org/obo/MOP_0002334,Class
MOP:0002335,N-germylation,germylation,,http://purl.obolibrary.org/obo/MOP_0002335,Class
MOP:0002336,N-germanediylation,germanediylation,,http://purl.obolibrary.org/obo/MOP_0002336,Class
MOP:0002337,N-germanetetraylation,germanetetraylation,,http://purl.obolibrary.org/obo/MOP_0002337,Class
